,Unnamed: 0,review,rating,date,bank,source,distilbert_sentiment,distilbert_label,distilbert_score,vader_sentiment,textblob_sentiment,distilbert_numerical
580,580,It needs more improvment,2,2024-11-24,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.998616099357605}",NEGATIVE,0.998616099357605,neutral,positive,-1
581,581,Hey Google,5,2024-11-21,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9950044751167297}",POSITIVE,0.9950044751167297,neutral,neutral,1
582,582,Good app,5,2024-11-21,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998493194580078}",POSITIVE,0.9998493194580078,positive,positive,1
583,583,ab,3,2024-11-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9603192806243896}",POSITIVE,0.9603192806243896,neutral,neutral,1
584,584,Ademtahir,5,2024-11-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9930111765861511}",POSITIVE,0.9930111765861511,neutral,neutral,1
585,585,✌️✌️,5,2024-11-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6970565915107727}",NEGATIVE,0.6970565915107727,neutral,neutral,-1
586,586,Please this app on my android phone,3,2024-11-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.6488659381866455}",POSITIVE,0.6488659381866455,positive,neutral,1
587,587,GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9337347149848938}",NEGATIVE,0.9337347149848938,neutral,neutral,-1
588,588,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9994460940361023}",NEGATIVE,0.9994460940361023,positive,positive,-1
589,589,Fast and reliable,5,2024-11-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998595714569092}",POSITIVE,0.9998595714569092,neutral,positive,1
590,590,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998020529747009}",NEGATIVE,0.9998020529747009,negative,negative,-1
591,591,Very good,5,2024-11-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998520612716675}",POSITIVE,0.9998520612716675,positive,positive,1
592,592,One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997566342353821}",NEGATIVE,0.9997566342353821,negative,neutral,-1
593,593,❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6970565915107727}",NEGATIVE,0.6970565915107727,positive,neutral,-1
594,594,Oene,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8278864026069641}",POSITIVE,0.8278864026069641,neutral,neutral,1
595,595,i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9981314539909363}",POSITIVE,0.9981314539909363,positive,positive,1
596,596,it good,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998427629470825}",POSITIVE,0.9998427629470825,positive,positive,1
597,597,"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996472597122192}",NEGATIVE,0.9996472597122192,positive,neutral,-1
598,598,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9964038133621216}",NEGATIVE,0.9964038133621216,neutral,neutral,-1
599,599,I need a support the app is not working,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998034834861755}",NEGATIVE,0.9998034834861755,positive,neutral,-1
600,600,Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9978061318397522}",POSITIVE,0.9978061318397522,neutral,neutral,1
601,601,Good,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
602,602,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9990527033805847}",NEGATIVE,0.9990527033805847,neutral,negative,-1
603,603,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9878897070884705}",POSITIVE,0.9878897070884705,positive,positive,1
604,604,The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999774158000946}",NEGATIVE,0.999774158000946,negative,negative,-1
605,605,Wweeeer,4,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8910733461380005}",NEGATIVE,0.8910733461380005,neutral,neutral,-1
606,606,Infinx,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.904255747795105}",NEGATIVE,0.904255747795105,neutral,neutral,-1
607,607,Great service,5,2024-11-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998434782028198}",POSITIVE,0.9998434782028198,positive,positive,1
608,608,👍,5,2024-11-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6970565915107727}",NEGATIVE,0.6970565915107727,neutral,neutral,-1
609,609,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997187256813049}",NEGATIVE,0.9997187256813049,neutral,negative,-1
610,610,senayt Mesfin,4,2024-11-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.887482225894928}",POSITIVE,0.887482225894928,neutral,neutral,1
611,611,Bad app vety bad.,1,2024-11-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998058676719666}",NEGATIVE,0.9998058676719666,negative,negative,-1
612,612,Nice,5,2024-11-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998552799224854}",POSITIVE,0.9998552799224854,positive,positive,1
613,613,Abessnya Banke,5,2024-11-05,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9873653054237366}",NEGATIVE,0.9873653054237366,neutral,neutral,-1
614,614,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997209906578064}",NEGATIVE,0.9997209906578064,negative,negative,-1
615,615,Okay,5,2024-11-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997709393501282}",POSITIVE,0.9997709393501282,positive,positive,1
616,616,Professional on banking app,5,2024-11-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9616296291351318}",POSITIVE,0.9616296291351318,neutral,positive,1
617,617,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.993607759475708}",NEGATIVE,0.993607759475708,positive,positive,-1
618,618,አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7850590348243713}",NEGATIVE,0.7850590348243713,neutral,neutral,-1
619,619,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9962698221206665}",NEGATIVE,0.9962698221206665,positive,neutral,-1
620,620,Good,4,2024-10-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
621,621,Fast transfer,5,2024-10-24,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9989985823631287}",POSITIVE,0.9989985823631287,neutral,positive,1
622,622,"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9989662170410156}",NEGATIVE,0.9989662170410156,negative,negative,-1
623,623,Amrumehamed,1,2024-10-21,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.6924042105674744}",POSITIVE,0.6924042105674744,neutral,neutral,1
624,624,Good,5,2024-10-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
625,625,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9683735966682434}",POSITIVE,0.9683735966682434,positive,positive,1
626,626,Very good,5,2024-10-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998520612716675}",POSITIVE,0.9998520612716675,positive,positive,1
627,627,ደደገነሐ,5,2024-10-15,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6970565915107727}",NEGATIVE,0.6970565915107727,neutral,neutral,-1
628,628,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995194673538208}",NEGATIVE,0.9995194673538208,negative,negative,-1
629,629,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999660849571228}",NEGATIVE,0.999660849571228,negative,negative,-1
630,630,Good App,4,2024-10-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998493194580078}",POSITIVE,0.9998493194580078,positive,positive,1
631,631,Best app to me,5,2024-10-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9978218078613281}",POSITIVE,0.9978218078613281,positive,positive,1
632,632,BOA,5,2024-10-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7410542368888855}",NEGATIVE,0.7410542368888855,neutral,neutral,-1
633,633,Abdulkadir,5,2024-10-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.981449544429779}",POSITIVE,0.981449544429779,neutral,neutral,1
634,634,Bad,1,2024-10-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999782383441925}",NEGATIVE,0.999782383441925,negative,negative,-1
635,635,If it is possible I would gove0 star,1,2024-10-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9928192496299744}",NEGATIVE,0.9928192496299744,neutral,neutral,-1
636,636,Nise mobile bankig,4,2024-10-05,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9858755469322205}",NEGATIVE,0.9858755469322205,neutral,neutral,-1
637,637,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9532790780067444}",NEGATIVE,0.9532790780067444,positive,positive,-1
638,638,Ok,5,2024-10-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
639,639,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9992843270301819}",NEGATIVE,0.9992843270301819,positive,neutral,-1
640,640,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.998016357421875}",NEGATIVE,0.998016357421875,neutral,neutral,-1
641,641,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9964292645454407}",NEGATIVE,0.9964292645454407,negative,negative,-1
642,642,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6597372889518738}",NEGATIVE,0.6597372889518738,positive,positive,-1
643,643,Good,3,2024-10-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
644,644,Worest app,1,2024-10-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7789772152900696}",NEGATIVE,0.7789772152900696,neutral,neutral,-1
645,645,The worest app ever,1,2024-10-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9535900950431824}",POSITIVE,0.9535900950431824,neutral,neutral,1
646,646,አሪፍ ነው በርቱልን,5,2024-10-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8337252736091614}",NEGATIVE,0.8337252736091614,neutral,neutral,-1
647,647,Wwwerrr,5,2024-10-02,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8502515554428101}",NEGATIVE,0.8502515554428101,neutral,neutral,-1
648,648,ጀማል ውቀቱ,5,2024-09-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7850590348243713}",NEGATIVE,0.7850590348243713,neutral,neutral,-1
649,649,Great For Financial company,5,2024-09-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998703002929688}",POSITIVE,0.9998703002929688,positive,positive,1
650,650,Very easy to use,5,2024-09-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9991422891616821}",POSITIVE,0.9991422891616821,positive,positive,1
651,651,The App's crash always.. Error.....,3,2024-09-27,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996880292892456}",NEGATIVE,0.9996880292892456,negative,neutral,-1
652,652,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.998582124710083}",NEGATIVE,0.998582124710083,negative,negative,-1
653,653,nice,5,2024-09-26,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998552799224854}",POSITIVE,0.9998552799224854,positive,positive,1
654,654,Great UI and seamless UX. I love it!!,5,2024-09-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998557567596436}",POSITIVE,0.9998557567596436,positive,positive,1
655,655,That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9941336512565613}",NEGATIVE,0.9941336512565613,positive,positive,-1
656,656,It's easy used to operate program and secured 👍👍,4,2024-09-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9652978181838989}",NEGATIVE,0.9652978181838989,positive,positive,-1
657,657,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9994741082191467}",NEGATIVE,0.9994741082191467,neutral,neutral,-1
658,658,Amazing,5,2024-09-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999875545501709}",POSITIVE,0.999875545501709,positive,positive,1
659,659,Great app with great services,5,2024-09-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998226761817932}",POSITIVE,0.9998226761817932,positive,positive,1
660,660,Yes active user,5,2024-09-17,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9983929991722107}",POSITIVE,0.9983929991722107,positive,negative,1
661,661,Shameful,1,2024-09-17,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.998016357421875}",NEGATIVE,0.998016357421875,negative,neutral,-1
662,662,The worest app ever made i would not recommende for no one,1,2024-09-16,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.5611275434494019}",NEGATIVE,0.5611275434494019,positive,neutral,-1
663,663,Good application,5,2024-09-16,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999854564666748}",POSITIVE,0.999854564666748,positive,positive,1
664,664,I like,5,2024-09-16,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998149275779724}",POSITIVE,0.9998149275779724,positive,neutral,1
665,665,Good,5,2024-09-16,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
666,666,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9988893866539001}",NEGATIVE,0.9988893866539001,neutral,positive,-1
667,667,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9993953704833984}",NEGATIVE,0.9993953704833984,positive,positive,-1
668,668,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8698039650917053}",NEGATIVE,0.8698039650917053,neutral,neutral,-1
669,669,It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997778534889221}",NEGATIVE,0.9997778534889221,neutral,positive,-1
670,670,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9925205707550049}",NEGATIVE,0.9925205707550049,positive,positive,-1
671,671,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9993253946304321}",NEGATIVE,0.9993253946304321,negative,positive,-1
672,672,Bes and freindly app,5,2024-09-13,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9136511087417603}",NEGATIVE,0.9136511087417603,neutral,neutral,-1
673,673,It doesn't work.,1,2024-09-12,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997761845588684}",NEGATIVE,0.9997761845588684,neutral,neutral,-1
674,674,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997968077659607}",NEGATIVE,0.9997968077659607,negative,negative,-1
675,675,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998114705085754}",NEGATIVE,0.9998114705085754,negative,negative,-1
676,676,Good,5,2024-09-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
677,677,Smart technology,5,2024-09-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998468160629272}",POSITIVE,0.9998468160629272,positive,positive,1
678,678,Yegema app tish🪨,1,2024-09-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9501880407333374}",NEGATIVE,0.9501880407333374,neutral,neutral,-1
679,679,Ok,5,2024-09-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
680,680,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996864795684814}",NEGATIVE,0.9996864795684814,negative,negative,-1
681,681,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997275471687317}",NEGATIVE,0.9997275471687317,negative,negative,-1
682,682,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999210000038147}",NEGATIVE,0.999210000038147,positive,positive,-1
683,683,Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9127689599990845}",NEGATIVE,0.9127689599990845,positive,positive,-1
684,684,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9639249444007874}",NEGATIVE,0.9639249444007874,neutral,neutral,-1
685,685,good,5,2024-09-05,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
686,686,Fast one,3,2024-09-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9994491934776306}",POSITIVE,0.9994491934776306,neutral,positive,1
687,687,Nice looking app but a terrible user experience.,1,2024-09-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9958102703094482}",NEGATIVE,0.9958102703094482,negative,negative,-1
688,688,The worest MB app ever!!🙄,1,2024-09-02,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8734644651412964}",NEGATIVE,0.8734644651412964,neutral,neutral,-1
689,689,Very good,5,2024-09-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998520612716675}",POSITIVE,0.9998520612716675,positive,positive,1
